City/Town,Report Date,Total Case Count,Two Week Case Counts,Average Daily Rate,% Change in Last Week,Total Tests,Total Tests Last Two Weeks,Total Positive Tests,Percent Positivity,Change Since Last Week
Clinton,08/12/2020,266,<5,<5,No Change,3601,602.00,6,1.00%,No Change
Shrewsbury,08/12/2020,360,12,2.2,Lower,8062,1503.00,15,1.00%,Lower
Wakefield,08/12/2020,338,11,2.9,Higher,7099,1097.00,11,1.00%,No Change
Ashburnham,08/12/2020,35,<5,<5,Higher,1207,199.00,2,1.01%,Higher
Amesbury,08/12/2020,196,5,2.1,Higher,3731,583.00,6,1.03%,Higher
Belmont,08/12/2020,243,8,2.1,No Change,5375,966.00,10,1.04%,No Change
Duxbury,08/12/2020,121,<5,<5,Higher,3453,483.00,5,1.04%,Higher
Westwood,08/12/2020,141,6,2.9,No Change,3392,578.00,6,1.04%,Lower
Newton,08/12/2020,839,37,2.9,Higher,21961,3907.00,41,1.05%,Higher
Holliston,08/12/2020,64,6,3.1,No Change,2699,568.00,6,1.06%,Lower
Middleborough,08/12/2020,282,7,1.9,Higher,5399,844.00,9,1.07%,No Change
Methuen,08/12/2020,1096,15,2.0,Lower,13619,1939.00,21,1.08%,Lower
Whitman,08/12/2020,200,<5,<5,No Change,2892,366.00,4,1.09%,No Change
Haverhill,08/12/2020,1291,22,2.4,Higher,16826,2270.00,25,1.10%,No Change
Billerica,08/12/2020,598,12,2.0,Higher,9381,1431.00,16,1.12%,No Change
Franklin,08/12/2020,159,12,2.5,Lower,5577,1071.00,12,1.12%,Lower
Monson,08/12/2020,45,<5,<5,Higher,1359,266.00,3,1.13%,Higher
Fairhaven,08/12/2020,251,5,2.2,Higher,4390,442.00,5,1.13%,Higher
Lunenburg,08/12/2020,71,<5,<5,Higher,2146,353.00,4,1.13%,Higher
Ayer,08/12/2020,147,<5,<5,Higher,3976,352.00,4,1.14%,Lower
Leicester,08/12/2020,164,<5,<5,Lower,2608,351.00,4,1.14%,Lower
Webster,08/12/2020,278,7,2.9,Higher,4950,786.00,9,1.15%,Higher
Somerville,08/12/2020,1054,40,3.7,Higher,27318,4446.00,51,1.15%,No Change
Provincetown,08/12/2020,28,<5,<5,No Change,1180,87.00,1,1.15%,Higher
Millis,08/12/2020,52,<5,<5,No Change,1509,260.00,3,1.15%,Lower
Lowell,08/12/2020,3059,40,2.4,Lower,36679,4934.00,58,1.18%,No Change
Sturbridge,08/12/2020,49,<5,<5,Higher,1562,340.00,4,1.18%,Lower
Pepperell,08/12/2020,59,<5,<5,Lower,1770,337.00,4,1.19%,Lower
Sharon,08/12/2020,173,7,2.7,Lower,3722,673.00,8,1.19%,Lower
West Tisbury,08/12/2020,12,<5,<5,Higher,964,167.00,2,1.20%,Higher
Agawam,08/12/2020,510,15,3.7,Lower,7866,1571.00,19,1.21%,Lower
Belchertown,08/12/2020,127,7,3.1,Lower,2774,566.00,7,1.24%,Lower
Acushnet,08/12/2020,103,<5,<5,Lower,1858,242.00,3,1.24%,Lower
Williamsburg,08/12/2020,14,<5,<5,No Change,793,157.00,2,1.27%,Lower
Holbrook,08/12/2020,205,<5,<5,Lower,2550,313.00,4,1.28%,No Change
Wilbraham,08/12/2020,238,7,3.4,Higher,2998,544.00,7,1.29%,Higher
Weymouth,08/12/2020,773,20,2.5,Lower,12135,1551.00,20,1.29%,Lower
Amherst,08/12/2020,118,12,2.1,Higher,4867,1006.00,13,1.29%,Lower
Needham,08/12/2020,370,14,3.4,Lower,7085,1382.00,18,1.30%,Lower
Westport,08/12/2020,107,5,2.1,No Change,3135,537.00,7,1.30%,Lower
Marblehead,08/12/2020,255,8,3.0,Higher,5107,764.00,10,1.31%,Lower
Bedford,08/12/2020,257,10,4.8,Higher,7617,991.00,13,1.31%,Higher
Norwell,08/12/2020,129,<5,<5,Higher,2055,301.00,4,1.33%,Higher
Swampscott,08/12/2020,146,<5,<5,Lower,3725,525.00,7,1.33%,Lower
Woburn,08/12/2020,682,17,2.9,Lower,9725,1415.00,19,1.34%,Lower
Westfield,08/12/2020,499,17,2.9,Lower,8066,1340.00,18,1.34%,Lower
Milford,08/12/2020,683,13,3.2,Lower,8027,1108.00,15,1.35%,Lower
Paxton,08/12/2020,35,<5,<5,No Change,854,143.00,2,1.40%,Lower
Longmeadow,08/12/2020,244,10,4.6,Lower,3591,705.00,10,1.42%,Lower
Topsfield,08/12/2020,121,5,6.1,Higher,1806,351.00,5,1.42%,Higher
East Longmeadow,08/12/2020,286,6,2.5,No Change,3639,560.00,8,1.43%,Higher
Westford,08/12/2020,162,12,3.7,No Change,4767,904.00,13,1.44%,Lower
West Newbury,08/12/2020,14,0,0,Lower,766,139.00,2,1.44%,Lower
Lincoln,08/12/2020,45,<5,<5,Higher,1652,276.00,4,1.45%,No Change
Beverly,08/12/2020,653,17,2.9,Higher,9672,1442.00,21,1.46%,Higher
Oakham,08/12/2020,10,<5,<5,No Change,347,68.00,1,1.47%,No Change
Westborough,08/12/2020,357,10,3.8,Higher,4364,745.00,11,1.48%,Higher
Leominster,08/12/2020,740,18,3.2,Higher,11485,1417.00,21,1.48%,Lower
Tyngsborough,08/12/2020,105,6,3.6,Higher,2508,403.00,6,1.49%,Higher
Dudley,08/12/2020,102,6,3.5,Higher,2192,402.00,6,1.49%,Higher
West Boylston,08/12/2020,61,<5,<5,Lower,1721,268.00,4,1.49%,Lower
Hanover,08/12/2020,79,5,2.5,Higher,2330,334.00,5,1.50%,Lower
Northampton,08/12/2020,307,18,4.4,Lower,8408,1653.00,25,1.51%,Lower
Southbridge,08/12/2020,194,8,3.4,Lower,3684,788.00,12,1.52%,Higher
Danvers,08/12/2020,761,13,3.3,Higher,9270,1049.00,16,1.53%,Higher
Swansea,08/12/2020,150,5,2.2,Lower,3287,455.00,7,1.54%,Higher
Lancaster,08/12/2020,108,<5,<5,Lower,1738,322.00,5,1.55%,Higher
Hamilton,08/12/2020,41,<5,<5,No Change,1491,321.00,5,1.56%,No Change
North Brookfield,08/12/2020,22,<5,<5,Lower,819,188.00,3,1.60%,Lower
Easthampton,08/12/2020,108,9,4.0,No Change,3500,679.00,11,1.62%,Lower
Dartmouth,08/12/2020,412,8,1.6,Lower,7478,801.00,13,1.62%,No Change
Medford,08/12/2020,1109,38,4.5,Higher,16462,2400.00,39,1.63%,Higher
West Springfield,08/12/2020,416,13,3.2,Lower,5924,851.00,14,1.65%,Lower
Stoughton,08/12/2020,628,16,4.1,Higher,6942,972.00,16,1.65%,Higher
Norwood,08/12/2020,605,14,3.3,Higher,7724,971.00,16,1.65%,No Change
Ipswich,08/12/2020,79,6,3.2,Higher,3047,469.00,8,1.71%,Higher
Maynard,08/12/2020,79,7,4.8,No Change,2330,410.00,7,1.71%,Lower
Lynnfield,08/12/2020,106,6,3.7,Higher,2689,463.00,8,1.73%,Higher
East Bridgewater,08/12/2020,192,<5,<5,Lower,2760,345.00,6,1.74%,Lower
Nahant,08/12/2020,44,<5,<5,Lower,873,172.00,3,1.74%,Lower
State,08/12/2020,113198,3913,4.0,Higher,1781548,274434.00,4794,1.75%,No Change
Plainville,08/12/2020,76,<5,<5,Lower,1619,228.00,4,1.75%,Lower
Stoneham,08/12/2020,415,12,3.8,No Change,6082,901.00,16,1.78%,Lower
Hanson,08/12/2020,114,<5,<5,Higher,1967,225.00,4,1.78%,Higher
Truro,08/12/2020,11,<5,<5,No Change,412,56.00,1,1.79%,Lower
Pembroke,08/12/2020,102,6,2.3,No Change,3059,391.00,7,1.79%,No Change
Wrentham,08/12/2020,219,9,5.7,Lower,3332,554.00,10,1.81%,Lower
Mansfield,08/12/2020,185,10,3.0,No Change,4122,656.00,12,1.83%,Lower
Burlington,08/12/2020,282,12,3.1,Higher,5333,747.00,14,1.87%,Higher
Auburn,08/12/2020,233,8,3.5,Lower,3682,517.00,10,1.93%,Lower
Milton,08/12/2020,329,14,3.5,Higher,5967,970.00,19,1.96%,Higher
Palmer,08/12/2020,62,6,3.6,Higher,2114,356.00,7,1.97%,Higher
Worcester,08/12/2020,5623,136,5.1,Lower,61857,9246.00,183,1.98%,Lower
Fitchburg,08/12/2020,839,21,3.6,Higher,11212,1297.00,26,2.00%,Higher
Marlborough,08/12/2020,1071,36,5.9,Higher,12624,2142.00,43,2.01%,Higher
Northbridge,08/12/2020,328,11,4.4,Higher,3932,581.00,12,2.07%,Higher
Brookfield,08/12/2020,23,<5,<5,No Change,662,143.00,3,2.10%,Lower
Sutton,08/12/2020,59,6,4.8,Higher,1609,285.00,6,2.11%,Higher
Charlemont,08/12/2020,<5,<5,<5,Higher,235,47.00,1,2.13%,Lower
Charlton,08/12/2020,105,11,5.6,Lower,3173,590.00,13,2.20%,Higher
Sandisfield,08/12/2020,6,<5,<5,No Change,344,45.00,1,2.22%,Higher
Framingham,08/12/2020,1857,58,5.6,Higher,17942,2996.00,67,2.24%,Lower
Canton,08/12/2020,319,14,4.3,Higher,6264,894.00,20,2.24%,Higher
Boston,08/12/2020,15307,582,6.0,Higher,198209,30166.00,689,2.28%,Higher
New Bedford,08/12/2020,2295,62,4.4,Higher,26395,3259.00,76,2.33%,Higher
Middleton,08/12/2020,180,7,4.8,Higher,2119,297.00,7,2.36%,Lower
Spencer,08/12/2020,72,7,4.3,Lower,2337,423.00,10,2.36%,Higher
Springfield,08/12/2020,3123,92,4.2,Lower,34907,5142.00,122,2.37%,Lower
Holyoke,08/12/2020,1029,52,9.0,Higher,13485,2717.00,65,2.39%,No Change
Kingston,08/12/2020,143,5,2.6,Higher,3062,418.00,10,2.39%,Higher
Abington,08/12/2020,249,7,2.8,No Change,3465,412.00,10,2.43%,Higher
Millville,08/12/2020,25,<5,<5,Higher,524,82.00,2,2.44%,Lower
New Salem,08/12/2020,<5,<5,<5,Lower,189,41.00,1,2.44%,Lower
Taunton,08/12/2020,1059,52,6.5,Higher,14232,2391.00,60,2.51%,Lower
Millbury,08/12/2020,227,10,5.2,No Change,2966,434.00,11,2.53%,No Change
North Attleborough,08/12/2020,284,16,3.8,Higher,4576,706.00,18,2.55%,Higher
Quincy,08/12/2020,1305,70,4.9,Lower,21969,3155.00,81,2.57%,Lower
Freetown,08/12/2020,112,<5,<5,Lower,1591,223.00,6,2.69%,Higher
Blackstone,08/12/2020,63,6,4.7,Higher,1610,259.00,7,2.70%,Higher
Randolph,08/12/2020,1007,27,5.6,Higher,9999,1406.00,38,2.70%,Lower
Berkley,08/12/2020,77,<5,<5,Higher,1324,214.00,6,2.80%,Lower
Lawrence,08/12/2020,3878,105,8.5,Lower,30890,4437.00,125,2.82%,Lower
Attleboro,08/12/2020,711,23,3.6,Higher,8608,1026.00,29,2.83%,Lower
Peabody,08/12/2020,1088,52,6.7,Higher,14524,2290.00,66,2.88%,Higher
Malden,08/12/2020,1349,49,5.2,Higher,16140,2140.00,62,2.90%,Lower
South Hadley,08/12/2020,188,16,6.3,Higher,3072,644.00,19,2.95%,Higher
Chicopee,08/12/2020,557,47,5.9,Lower,11293,1950.00,60,3.08%,Lower
Granby,08/12/2020,40,7,8.1,Higher,1027,258.00,8,3.10%,Lower
Salem,08/12/2020,718,52,8.3,Higher,11557,1829.00,58,3.17%,Higher
Fall River,08/12/2020,1855,104,8.3,Higher,26088,3782.00,125,3.31%,Lower
Holland,08/12/2020,10,<5,<5,No Change,382,90.00,3,3.33%,Lower
Winthrop,08/12/2020,335,20,7.6,Higher,5356,794.00,27,3.40%,Lower
New Marlborough,08/12/2020,8,<5,<5,No Change,158,29.00,1,3.45%,Lower
Georgetown,08/12/2020,72,9,7.2,Higher,1604,259.00,9,3.47%,No Change
Rehoboth,08/12/2020,77,9,5.1,Higher,1674,247.00,9,3.64%,Higher
Saugus,08/12/2020,616,36,9.0,Higher,7523,1083.00,43,3.97%,Lower
Seekonk,08/12/2020,102,8,4.1,Higher,2061,293.00,12,4.10%,Higher
Chesterfield,08/12/2020,<5,<5,<5,Higher,154,24.00,1,4.17%,Higher
Hull,08/12/2020,62,11,8.0,Higher,1771,258.00,11,4.26%,Higher
Chelsea,08/12/2020,3151,101,19.2,Higher,18683,2675.00,121,4.52%,Lower
Brockton,08/12/2020,4470,96,7.0,Higher,31228,3224.00,155,4.81%,Lower
Everett,08/12/2020,1925,76,11.2,Higher,15563,1887.00,94,4.98%,Higher
Revere,08/12/2020,2106,157,18.4,Higher,18744,3457.00,190,5.50%,Lower
Lynn,08/12/2020,4195,343,24.3,Higher,33965,5356.00,400,7.47%,Higher
Hancock,08/12/2020,<5,<5,<5,No Change,43,10.00,1,10.00%,Lower
Russell,08/12/2020,20,<5,<5,Higher,271,52.00,8,15.38%,Higher
Unknown,08/12/2020,306,65,*,*,59423,7948.00,66,*,*
Abington,12/10/2020,568,116,45.47,Higher,13023,1590.00,129,8.11%,Higher
Acton,12/10/2020,379,74,22.28,Lower,19539,2293.00,88,3.84%,Higher
Acushnet,12/10/2020,375,80,54.69,Higher,8937,1324.00,93,7.02%,Higher
Adams,12/10/2020,91,24,20.84,Higher,5882,734.00,24,3.27%,Higher
Agawam,12/10/2020,1062,180,45.12,Higher,28328,3405.00,199,5.84%,Higher
Alford,12/10/2020,<5,0,0,No Change,135,14.00,0,0%,No Change
Amesbury,12/10/2020,427,110,47.34,Higher,13358,1771.00,122,6.89%,Higher
Amherst,12/10/2020,628,103,18.27,Lower,171085,7181.00,113,1.57%,Higher
Andover,12/10/2020,1007,228,45.16,Higher,45077,4898.00,257,5.25%,Higher
Aquinnah,12/10/2020,<5,0,0,No Change,327,24.00,0,0%,No Change
Arlington,12/10/2020,726,161,25.09,Higher,50662,6292.00,182,2.89%,Higher
Ashburnham,12/10/2020,112,24,27.27,Higher,5367,501.00,29,5.79%,Higher
Ashby,12/10/2020,62,12,24.57,Lower,1997,201.00,14,6.97%,Higher
Ashfield,12/10/2020,12,<5,12.64,Higher,1149,91.00,3,3.30%,Higher
Ashland,12/10/2020,650,118,42.78,Higher,18050,2348.00,126,5.37%,Higher
Athol,12/10/2020,191,39,23.25,Higher,10070,1036.00,39,3.76%,Higher
Attleboro,12/10/2020,1809,351,53.90,Higher,34615,4156.00,384,9.24%,Higher
Auburn,12/10/2020,577,130,56.33,Higher,16319,2143.00,137,6.39%,Higher
Avon,12/10/2020,159,27,44.07,Higher,3686,401.00,28,6.98%,Higher
Ayer,12/10/2020,229,38,33.52,Higher,10176,1008.00,43,4.27%,Higher
Barnstable,12/10/2020,1231,314,50.09,Lower,31260,4613.00,339,7.35%,Lower
Barre,12/10/2020,110,20,25.69,Higher,3919,408.00,21,5.15%,Higher
Becket,12/10/2020,22,<5,7.96,No Change,1158,159.00,2,1.26%,Lower
Bedford,12/10/2020,385,42,20.01,Higher,18446,1838.00,44,2.39%,Higher
Belchertown,12/10/2020,287,68,30.25,Higher,15875,1716.00,75,4.37%,Higher
Bellingham,12/10/2020,404,89,35.28,Higher,11589,1366.00,100,7.32%,Higher
Belmont,12/10/2020,460,84,21.89,Higher,30647,3687.00,97,2.63%,Higher
Berkley,12/10/2020,212,45,47.16,Higher,5220,583.00,47,8.06%,Higher
Berlin,12/10/2020,63,19,42.05,Higher,2891,366.00,19,5.19%,Higher
Bernardston,12/10/2020,23,<5,10.34,Higher,1874,175.00,4,2.29%,Higher
Beverly,12/10/2020,1324,229,39.83,Higher,72885,7424.00,256,3.45%,Higher
Billerica,12/10/2020,1397,291,47.59,Higher,36113,4651.00,323,6.94%,Higher
Blackstone,12/10/2020,214,55,43.53,Higher,6165,707.00,63,8.91%,Higher
Blandford,12/10/2020,21,<5,23.63,Higher,685,96.00,4,4.17%,Higher
Bolton,12/10/2020,58,13,18.37,Lower,4967,616.00,13,2.11%,No Change
Boston,12/10/2020,30808,4468,46.06,Higher,1633574,177922.00,5024,2.82%,Higher
Bourne,12/10/2020,384,76,25.82,Higher,17559,1989.00,81,4.07%,Higher
Boxborough,12/10/2020,67,13,18.30,Lower,4075,482.00,13,2.70%,Lower
Boxford,12/10/2020,175,58,54.22,Higher,7259,1001.00,67,6.69%,Higher
Boylston,12/10/2020,98,35,55.69,Higher,4345,570.00,38,6.67%,Higher
Braintree,12/10/2020,1531,266,47.91,Higher,41497,6381.00,286,4.48%,Higher
Brewster,12/10/2020,158,17,12.23,Higher,7140,1050.00,18,1.71%,Higher
Bridgewater,12/10/2020,787,178,44.43,Higher,32730,3809.00,196,5.15%,Higher
Brimfield,12/10/2020,51,14,26.83,Higher,2482,296.00,14,4.73%,Higher
Brockton,12/10/2020,6990,772,55.57,Higher,97472,10144.00,848,8.36%,Higher
Brookfield,12/10/2020,63,14,27.11,Higher,2483,263.00,14,5.32%,Lower
Brookline,12/10/2020,862,120,13.24,Higher,96180,12142.00,136,1.12%,Higher
Buckland,12/10/2020,21,5,19.43,Higher,199,23.00,5,21.74%,Higher
Burlington,12/10/2020,648,151,38.77,Higher,22402,3071.00,163,5.31%,Higher
Cambridge,12/10/2020,2192,350,22.32,Higher,380497,41023.00,414,1.01%,Higher
Canton,12/10/2020,588,75,23.12,Higher,25527,2916.00,84,2.88%,Higher
Carlisle,12/10/2020,50,6,9.07,Lower,3945,463.00,6,1.30%,Lower
Carver,12/10/2020,202,51,29.74,Higher,7157,832.00,57,6.85%,Higher
Charlemont,12/10/2020,<5,<5,6.08,Higher,947,95.00,1,1.05%,Higher
Charlton,12/10/2020,342,99,49.93,Higher,13083,1792.00,108,6.03%,Higher
Chatham,12/10/2020,58,6,7.35,Higher,4039,483.00,6,1.24%,No Change
Chelmsford,12/10/2020,1095,239,47.46,Higher,32636,3868.00,260,6.72%,Higher
Chelsea,12/10/2020,5181,495,95.77,Higher,62191,7089.00,590,8.32%,Higher
Cheshire,12/10/2020,21,<5,7.30,Lower,2250,283.00,3,1.06%,Lower
Chester,12/10/2020,11,<5,15.78,Lower,679,70.00,3,4.29%,Lower
Chesterfield,12/10/2020,12,<5,11.67,Higher,719,70.00,2,2.86%,Higher
Chicopee,12/10/2020,1905,496,62.47,Higher,48380,6114.00,587,9.60%,Higher
Chilmark,12/10/2020,5,0,0,No Change,2325,182.00,0,0%,Lower
Clarksburg,12/10/2020,20,6,25.61,Higher,880,101.00,6,5.94%,Higher
Clinton,12/10/2020,605,92,46.67,Higher,11992,1310.00,107,8.17%,Higher
Cohasset,12/10/2020,95,23,22.34,Higher,6359,840.00,25,2.98%,Higher
Colrain,12/10/2020,6,<5,4.51,Higher,1132,106.00,1,0.94%,Higher
Concord,12/10/2020,574,228,86.95,Higher,23829,2562.00,234,9.13%,Higher
Conway,12/10/2020,<5,<5,7.40,Higher,1449,137.00,2,1.46%,Higher
Cummington,12/10/2020,10,0,0,Lower,848,67.00,0,0%,Lower
Dalton,12/10/2020,81,20,22.09,No Change,5127,927.00,25,2.70%,Lower
Danvers,12/10/2020,1352,274,68.27,Higher,31801,4617.00,315,6.82%,Higher
Dartmouth,12/10/2020,1320,266,51.21,Higher,35517,4653.00,321,6.90%,Higher
Dedham,12/10/2020,850,141,36.77,Higher,30887,3329.00,154,4.63%,Higher
Deerfield,12/10/2020,51,18,24.22,Higher,15064,486.00,18,3.70%,Higher
Dennis,12/10/2020,195,42,22.92,Higher,8003,939.00,42,4.47%,Higher
Dighton,12/10/2020,243,46,41.45,Higher,5607,648.00,54,8.33%,Higher
Douglas,12/10/2020,182,42,31.63,Higher,6080,658.00,44,6.69%,Higher
Dover,12/10/2020,84,27,37.57,Higher,6048,934.00,28,3.00%,Higher
Dracut,12/10/2020,1398,410,90.35,Higher,29687,3775.00,447,11.84%,Higher
Dudley,12/10/2020,294,61,34.94,Higher,25479,1123.00,67,5.97%,Higher
Dunstable,12/10/2020,53,16,34.32,No Change,2253,268.00,17,6.34%,Higher
Duxbury,12/10/2020,277,45,21.26,Higher,13385,1584.00,52,3.28%,Higher
East Bridgewater,12/10/2020,411,105,50.41,Higher,10036,1384.00,110,7.95%,Higher
East Brookfield,12/10/2020,36,11,35.01,Lower,1505,188.00,12,6.38%,Lower
East Longmeadow,12/10/2020,643,85,35.70,Higher,17252,2227.00,101,4.54%,Lower
Eastham,12/10/2020,39,8,12.42,Higher,2428,263.00,8,3.04%,Higher
Easthampton,12/10/2020,295,68,29.99,Higher,25803,2177.00,71,3.26%,Higher
Easton,12/10/2020,642,86,25.87,Lower,49336,3216.00,107,3.33%,Higher
Edgartown,12/10/2020,106,27,47.20,Lower,6835,715.00,30,4.20%,Higher
Egremont,12/10/2020,9,<5,6.65,Higher,686,75.00,1,1.33%,Higher
Erving,12/10/2020,18,7,23.67,Higher,1501,142.00,10,7.04%,Higher
Essex,12/10/2020,49,10,19.16,Higher,2385,327.00,10,3.06%,Higher
Everett,12/10/2020,4121,613,90.18,Higher,57012,7320.00,731,9.99%,Higher
Fairhaven,12/10/2020,712,160,71.37,Higher,17991,2627.00,189,7.19%,Higher
Fall River,12/10/2020,5802,1155,92.37,Higher,89793,10323.00,1393,13.49%,Higher
Falmouth,12/10/2020,495,117,26.79,Higher,29495,4141.00,137,3.31%,Higher
Fitchburg,12/10/2020,2021,364,61.72,Higher,38443,4135.00,412,9.96%,Higher
Florida,12/10/2020,<5,<5,18.22,Higher,338,42.00,2,4.76%,Higher
Foxborough,12/10/2020,412,88,34.52,Higher,27239,2745.00,102,3.72%,Higher
Framingham,12/10/2020,3928,661,63.46,Higher,78111,9842.00,725,7.37%,Higher
Franklin,12/10/2020,568,131,27.59,Higher,24821,3165.00,142,4.49%,Higher
Freetown,12/10/2020,295,67,52.89,Higher,6556,827.00,80,9.67%,Higher
Gardner,12/10/2020,603,188,67.57,Higher,19661,1897.00,201,10.60%,Higher
Georgetown,12/10/2020,195,51,40.54,Higher,6978,906.00,55,6.07%,Higher
Gill,12/10/2020,10,5,21.36,Higher,2634,103.00,5,4.85%,Higher
Gloucester,12/10/2020,664,156,39.23,Higher,22380,2925.00,180,6.15%,Higher
Goshen,12/10/2020,13,<5,24.70,Higher,404,38.00,5,13.16%,Higher
Gosnold,12/10/2020,5,0,0,No Change,111,0.00,0,0%,No Change
Grafton,12/10/2020,387,115,40.82,Higher,18625,2235.00,130,5.82%,Higher
Granby,12/10/2020,124,26,30.38,Lower,5699,628.00,30,4.78%,Higher
Granville,12/10/2020,31,5,23.05,Lower,1111,143.00,5,3.50%,Lower
Great Barrington,12/10/2020,120,20,21.26,Lower,13364,914.00,21,2.30%,Higher
Greenfield,12/10/2020,359,68,28.32,Higher,16572,1701.00,69,4.06%,Higher
Groton,12/10/2020,168,58,35.44,Higher,12266,1331.00,62,4.66%,Higher
Groveland,12/10/2020,145,50,52.17,Higher,5426,715.00,52,7.27%,Higher
Hadley,12/10/2020,78,13,16.00,Higher,12095,1004.00,14,1.39%,Higher
Halifax,12/10/2020,155,46,42.98,Higher,5084,594.00,48,8.08%,Higher
Hamilton,12/10/2020,104,29,28.09,Higher,6063,864.00,33,3.82%,Higher
Hampden,12/10/2020,189,20,29.17,Lower,4919,568.00,22,3.87%,Lower
Hancock,12/10/2020,9,<5,44.59,Higher,146,18.00,4,22.22%,Higher
Hanover,12/10/2020,323,81,40.24,Higher,10364,1186.00,87,7.34%,Higher
Hanson,12/10/2020,283,63,41.81,Higher,7428,804.00,65,8.08%,Higher
Hardwick,12/10/2020,25,7,14.97,Higher,1729,165.00,8,4.85%,Higher
Harvard,12/10/2020,52,16,16.44,Higher,4555,450.00,16,3.56%,Higher
Harwich,12/10/2020,237,41,23.26,Higher,8453,921.00,48,5.21%,Higher
Hatfield,12/10/2020,44,5,11.04,Higher,3116,318.00,5,1.57%,Higher
Haverhill,12/10/2020,3340,805,87.20,Higher,71332,9472.00,914,9.65%,Higher
Hawley,12/10/2020,0,0,0,No Change,61,6.00,0,0%,No Change
Heath,12/10/2020,<5,<5,36.43,No Change,329,20.00,3,15.00%,Higher
Hingham,12/10/2020,622,105,31.24,Higher,23357,3461.00,115,3.32%,Higher
Hinsdale,12/10/2020,10,<5,6.72,No Change,1545,189.00,3,1.59%,Higher
Holbrook,12/10/2020,390,62,39.07,Higher,8994,1007.00,74,7.35%,Higher
Holden,12/10/2020,485,142,53.39,Higher,20001,2487.00,155,6.23%,Higher
Holland,12/10/2020,38,12,33.41,Higher,1657,193.00,14,7.25%,Higher
Holliston,12/10/2020,275,49,25.50,Lower,12898,1453.00,57,3.92%,Lower
Holyoke,12/10/2020,2324,384,67.49,Higher,47829,6294.00,462,7.34%,Higher
Hopedale,12/10/2020,140,32,40.57,No Change,5248,575.00,35,6.09%,Lower
Hopkinton,12/10/2020,297,62,27.03,Lower,15768,1894.00,63,3.33%,Lower
Hubbardston,12/10/2020,48,12,18.32,Higher,3309,323.00,13,4.02%,Higher
Hudson,12/10/2020,617,134,45.45,Higher,17296,2132.00,144,6.75%,Higher
Hull,12/10/2020,151,23,16.77,Higher,6893,803.00,25,3.11%,Higher
Huntington,12/10/2020,38,5,16.23,Higher,1633,182.00,6,3.30%,Higher
Ipswich,12/10/2020,228,56,29.83,Higher,11127,1374.00,62,4.51%,Higher
Kingston,12/10/2020,316,48,25.08,Higher,12458,1593.00,51,3.20%,Higher
Lakeville,12/10/2020,269,83,52.15,Higher,8169,1050.00,92,8.76%,Higher
Lancaster,12/10/2020,214,28,23.29,Higher,6295,853.00,28,3.28%,Lower
Lanesborough,12/10/2020,39,9,21.26,Lower,2154,276.00,9,3.26%,Lower
Lawrence,12/10/2020,10529,1975,160.80,Higher,110402,14345.00,2448,17.07%,Higher
Lee,12/10/2020,76,18,22.05,Higher,4400,591.00,22,3.72%,Higher
Leicester,12/10/2020,405,98,62.15,Higher,10907,1357.00,109,8.03%,Higher
Lenox,12/10/2020,116,57,84.25,Higher,5659,1085.00,65,5.99%,Higher
Leominster,12/10/2020,1953,411,72.71,Higher,38630,4578.00,456,9.96%,Higher
Leverett,12/10/2020,12,<5,10.58,No Change,2649,242.00,3,1.24%,Higher
Lexington,12/10/2020,487,53,11.11,Higher,28845,3525.00,58,1.65%,Higher
Leyden,12/10/2020,<5,<5,23.36,No Change,151,23.00,2,8.70%,No Change
Lincoln,12/10/2020,76,11,9.03,Higher,6232,808.00,11,1.36%,Higher
Littleton,12/10/2020,234,52,38.07,Higher,8765,1068.00,59,5.52%,Higher
Longmeadow,12/10/2020,437,57,26.43,Higher,17646,2306.00,63,2.73%,Higher
Lowell,12/10/2020,7917,1659,102.03,Higher,122969,15813.00,1881,11.90%,Higher
Ludlow,12/10/2020,673,245,84.48,Higher,18983,2486.00,278,11.18%,Higher
Lunenburg,12/10/2020,259,62,42.51,Higher,8303,993.00,68,6.85%,Higher
Lynn,12/10/2020,8555,1259,89.19,Higher,106038,12447.00,1527,12.27%,Higher
Lynnfield,12/10/2020,427,134,82.56,Higher,13029,2092.00,147,7.03%,Higher
Malden,12/10/2020,2981,555,58.60,Higher,70820,8621.00,619,7.18%,Higher
Manchester,12/10/2020,75,28,40.82,Higher,4313,851.00,31,3.64%,Higher
Mansfield,12/10/2020,524,137,41.41,Higher,19795,2454.00,149,6.07%,Higher
Marblehead,12/10/2020,485,91,34.15,Higher,19231,2806.00,108,3.85%,Higher
Marion,12/10/2020,137,39,60.59,Higher,9909,674.00,46,6.82%,Higher
Marlborough,12/10/2020,2149,337,55.19,Higher,45290,6072.00,370,6.09%,Higher
Marshfield,12/10/2020,513,112,30.87,Higher,17856,2174.00,126,5.80%,Higher
Mashpee,12/10/2020,189,52,23.91,Higher,11356,1500.00,53,3.53%,Higher
Mattapoisett,12/10/2020,144,33,41.12,Higher,4877,747.00,38,5.09%,Higher
Maynard,12/10/2020,213,47,32.26,Higher,9500,1146.00,52,4.54%,Higher
Medfield,12/10/2020,172,46,29.18,Higher,11844,1642.00,49,2.98%,Higher
Medford,12/10/2020,2219,423,49.73,Higher,137183,20858.00,466,2.23%,Higher
Medway,12/10/2020,283,62,33.89,Higher,11139,1304.00,65,4.98%,Higher
